2004   12  8 000000
2004   12 30 000000
2004   12 13 000000
2004   12 12 000000
2004   12 11 000000
2004   12 18 000000
2004   12 19 000000
2004   12 21 000000
2004   12 27 000000
2004   12  5 000000
2004   12 20 000000
2004   12 26 000000
2004   12  9 000000
2004   12  6 000000
2004   12  2 000000
2004   12 29 000000
2004   12 10 000000
2004   12 16 000000
2004   12 14 000000
2004   12 15 000000
2004   12 23 000000
2004   12 28 000000
2004   12  3 000000
2004   12  1 000000
2004   12  7 000000
2004   12 24 000000
2004   12  4 000000
2004   12 22 000000
2004   12 31 000000
2004   12 17 000000
2004   12 25 000000
